ship,line,url
Abukuma,Hourly 06,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/193744.mp3?VERSION=15
Abukuma,Hourly 07,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/117595.mp3?VERSION=15
Abukuma,Hourly 08,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/145806.mp3?VERSION=15
Abukuma,Hourly 09,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/136298.mp3?VERSION=15
Abukuma,Hourly 10,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/198732.mp3?VERSION=15
Abukuma,Hourly 11,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/128083.mp3?VERSION=15
Abukuma,Hourly 12,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/160333.mp3?VERSION=15
Abukuma,Hourly 13,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/110709.mp3?VERSION=15
Abukuma,Hourly 14,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/133027.mp3?VERSION=15
Abukuma,Hourly 15,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/115141.mp3?VERSION=15
Abukuma,Hourly 16,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/161132.mp3?VERSION=15
Abukuma,Hourly 17,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/116889.mp3?VERSION=15
Abukuma,Hourly 18,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/188650.mp3?VERSION=15
Abukuma,Hourly 19,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/144826.mp3?VERSION=15
Abukuma,Hourly 20,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/148578.mp3?VERSION=15
Abukuma,Hourly 21,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/117851.mp3?VERSION=15
Abukuma,Hourly 22,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/187970.mp3?VERSION=15
Abukuma,Hourly 23,http://203.104.209.71/kcs/sound/kcsgwumdfgzais/105571.mp3?VERSION=15
Abukuma Kai,Introduction,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/100477.mp3?VERSION=15
Abukuma Kai,Secretary_1,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/131194.mp3?VERSION=15
Abukuma Kai,Secretary_2,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/188277.mp3?VERSION=15
Abukuma Kai,Secretary_3,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/146393.mp3?VERSION=15
Abukuma Kai,Construction,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/149476.mp3?VERSION=15
Abukuma Kai,Docking_Complete,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/102496.mp3?VERSION=15
Abukuma Kai,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/195186.mp3?VERSION=15
Abukuma Kai,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/156175.mp3?VERSION=15
Abukuma Kai,Equipment_1,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/162872.mp3?VERSION=15
Abukuma Kai,Equipment_2,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/133956.mp3?VERSION=15
Abukuma Kai,Docking_Minor,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/189019.mp3?VERSION=15
Abukuma Kai,Docking_Major,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/171906.mp3?VERSION=15
Abukuma Kai,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/133107.mp3?VERSION=15
Abukuma Kai,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/176157.mp3?VERSION=15
Abukuma Kai,Battle_Start,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/109402.mp3?VERSION=15
Abukuma Kai,Attack,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/187426.mp3?VERSION=15
Abukuma Kai,Night_Attack,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/101324.mp3?VERSION=15
Abukuma Kai,Night_Battle,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/105152.mp3?VERSION=15
Abukuma Kai,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/123331.mp3?VERSION=15
Abukuma Kai,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/149370.mp3?VERSION=15
Abukuma Kai,Major_Damage,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/145652.mp3?VERSION=15
Abukuma Kai,Sunk,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/148839.mp3?VERSION=15
Abukuma Kai,MVP,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/119288.mp3?VERSION=15
Abukuma Kai,Wedding,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/109083.mp3?VERSION=15
Abukuma Kai,Library,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/119185.mp3?VERSION=15
Abukuma Kai,Equipment_3,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/145121.mp3?VERSION=15
Abukuma Kai,Supply,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/140124.mp3?VERSION=15
Abukuma Kai,Secretary_Married,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/117909.mp3?VERSION=15
Abukuma Kai,Idle,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/159892.mp3?VERSION=15
Abukuma Kai,Hourly 00,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/108023.mp3?VERSION=15
Abukuma Kai,Hourly 01,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/112699.mp3?VERSION=15
Abukuma Kai,Hourly 02,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/173501.mp3?VERSION=15
Abukuma Kai,Hourly 03,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/187424.mp3?VERSION=15
Abukuma Kai,Hourly 04,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/160850.mp3?VERSION=15
Abukuma Kai,Hourly 05,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/150116.mp3?VERSION=15
Abukuma Kai,Hourly 06,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/194863.mp3?VERSION=15
Abukuma Kai,Hourly 07,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/134172.mp3?VERSION=15
Abukuma Kai,Hourly 08,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/176370.mp3?VERSION=15
Abukuma Kai,Hourly 09,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/125985.mp3?VERSION=15
Abukuma Kai,Hourly 10,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/116949.mp3?VERSION=15
Abukuma Kai,Hourly 11,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/168931.mp3?VERSION=15
Abukuma Kai,Hourly 12,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/184980.mp3?VERSION=15
Abukuma Kai,Hourly 13,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/117270.mp3?VERSION=15
Abukuma Kai,Hourly 14,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/190082.mp3?VERSION=15
Abukuma Kai,Hourly 15,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/146180.mp3?VERSION=15
Abukuma Kai,Hourly 16,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/159894.mp3?VERSION=15
Abukuma Kai,Hourly 17,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/168502.mp3?VERSION=15
Abukuma Kai,Hourly 18,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/101218.mp3?VERSION=15
Abukuma Kai,Hourly 19,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/191996.mp3?VERSION=15
Abukuma Kai,Hourly 20,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/183174.mp3?VERSION=15
Abukuma Kai,Hourly 21,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/179879.mp3?VERSION=15
Abukuma Kai,Hourly 22,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/162659.mp3?VERSION=15
Abukuma Kai,Hourly 23,http://203.104.209.71/kcs/sound/kcuuxoixtoemiv/122690.mp3?VERSION=15
Abukuma Kai Ni,Introduction,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/181474.mp3?VERSION=15
Abukuma Kai Ni,Secretary_1,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/130757.mp3?VERSION=15
Abukuma Kai Ni,Secretary_2,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/119453.mp3?VERSION=15
Abukuma Kai Ni,Secretary_3,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/138345.mp3?VERSION=15
Abukuma Kai Ni,Construction,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/143499.mp3?VERSION=15
Abukuma Kai Ni,Docking_Complete,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/155834.mp3?VERSION=15
Abukuma Kai Ni,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/169347.mp3?VERSION=15
Abukuma Kai Ni,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/148168.mp3?VERSION=15
Abukuma Kai Ni,Equipment_1,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/194909.mp3?VERSION=15
Abukuma Kai Ni,Equipment_2,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/144703.mp3?VERSION=15
Abukuma Kai Ni,Docking_Minor,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/180075.mp3?VERSION=15
Abukuma Kai Ni,Docking_Major,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/171153.mp3?VERSION=15
Abukuma Kai Ni,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/153127.mp3?VERSION=15
Abukuma Kai Ni,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/101990.mp3?VERSION=15
Abukuma Kai Ni,Battle_Start,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/169663.mp3?VERSION=15
Abukuma Kai Ni,Attack,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/169949.mp3?VERSION=15
Abukuma Kai Ni,Night_Attack,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/115949.mp3?VERSION=15
Abukuma Kai Ni,Night_Battle,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/118617.mp3?VERSION=15
Abukuma Kai Ni,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/116261.mp3?VERSION=15
Abukuma Kai Ni,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/191509.mp3?VERSION=15
Abukuma Kai Ni,Major_Damage,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/155860.mp3?VERSION=15
Abukuma Kai Ni,Sunk,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/155076.mp3?VERSION=15
Abukuma Kai Ni,MVP,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/173548.mp3?VERSION=15
Abukuma Kai Ni,Wedding,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/136383.mp3?VERSION=15
Abukuma Kai Ni,Library,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/158450.mp3?VERSION=15
Abukuma Kai Ni,Equipment_3,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/119427.mp3?VERSION=15
Abukuma Kai Ni,Supply,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/112939.mp3?VERSION=15
Abukuma Kai Ni,Secretary_Married,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/124503.mp3?VERSION=15
Abukuma Kai Ni,Idle,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/105680.mp3?VERSION=15
Abukuma Kai Ni,Hourly 00,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/120618.mp3?VERSION=15
Abukuma Kai Ni,Hourly 01,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/135898.mp3?VERSION=15
Abukuma Kai Ni,Hourly 02,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/139207.mp3?VERSION=15
Abukuma Kai Ni,Hourly 03,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/112848.mp3?VERSION=15
Abukuma Kai Ni,Hourly 04,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/184484.mp3?VERSION=15
Abukuma Kai Ni,Hourly 05,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/167987.mp3?VERSION=15
Abukuma Kai Ni,Hourly 06,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/121038.mp3?VERSION=15
Abukuma Kai Ni,Hourly 07,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/162885.mp3?VERSION=15
Abukuma Kai Ni,Hourly 08,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/183280.mp3?VERSION=15
Abukuma Kai Ni,Hourly 09,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/121116.mp3?VERSION=15
Abukuma Kai Ni,Hourly 10,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/186944.mp3?VERSION=15
Abukuma Kai Ni,Hourly 11,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/175090.mp3?VERSION=15
Abukuma Kai Ni,Hourly 12,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/153218.mp3?VERSION=15
Abukuma Kai Ni,Hourly 13,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/178152.mp3?VERSION=15
Abukuma Kai Ni,Hourly 14,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/132732.mp3?VERSION=15
Abukuma Kai Ni,Hourly 15,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/156228.mp3?VERSION=15
Abukuma Kai Ni,Hourly 16,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/162781.mp3?VERSION=15
Abukuma Kai Ni,Hourly 17,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/174791.mp3?VERSION=15
Abukuma Kai Ni,Hourly 18,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/163959.mp3?VERSION=15
Abukuma Kai Ni,Hourly 19,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/134066.mp3?VERSION=15
Abukuma Kai Ni,Hourly 20,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/160975.mp3?VERSION=15
Abukuma Kai Ni,Hourly 21,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/152668.mp3?VERSION=15
Abukuma Kai Ni,Hourly 22,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/113619.mp3?VERSION=15
Abukuma Kai Ni,Hourly 23,http://203.104.209.71/kcs/sound/kcqjkjyqhsvcpx/112809.mp3?VERSION=15
Agano,Introduction,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/109247.mp3?VERSION=9
Agano,Secretary_1,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/160203.mp3?VERSION=9
Agano,Secretary_2,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/130780.mp3?VERSION=9
Agano,Secretary_3,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/152546.mp3?VERSION=9
Agano,Construction,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/169067.mp3?VERSION=9
Agano,Docking_Complete,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/173336.mp3?VERSION=9
Agano,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/161177.mp3?VERSION=9
Agano,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/172315.mp3?VERSION=9
Agano,Equipment_1,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/187583.mp3?VERSION=9
Agano,Equipment_2,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/122474.mp3?VERSION=9
Agano,Docking_Minor,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/134145.mp3?VERSION=9
Agano,Docking_Major,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/140874.mp3?VERSION=9
Agano,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/167141.mp3?VERSION=9
Agano,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/178998.mp3?VERSION=9
Agano,Battle_Start,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/122590.mp3?VERSION=9
Agano,Attack,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/187467.mp3?VERSION=9
Agano,Night_Attack,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/175773.mp3?VERSION=9
Agano,Night_Battle,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/177629.mp3?VERSION=9
Agano,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/111312.mp3?VERSION=9
Agano,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/111916.mp3?VERSION=9
Agano,Major_Damage,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/143171.mp3?VERSION=9
Agano,Sunk,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/129690.mp3?VERSION=9
Agano,MVP,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/112357.mp3?VERSION=9
Agano,Wedding,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/155493.mp3?VERSION=9
Agano,Library,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/136349.mp3?VERSION=9
Agano,Equipment_3,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/160945.mp3?VERSION=9
Agano,Supply,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/143496.mp3?VERSION=9
Agano,Secretary_Married,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/168788.mp3?VERSION=9
Agano,Idle,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/147070.mp3?VERSION=9
Agano,Hourly 00,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/179021.mp3?VERSION=9
Agano,Hourly 01,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/142220.mp3?VERSION=9
Agano,Hourly 02,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/174705.mp3?VERSION=9
Agano,Hourly 03,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/100314.mp3?VERSION=9
Agano,Hourly 04,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/141524.mp3?VERSION=9
Agano,Hourly 05,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/190414.mp3?VERSION=9
Agano,Hourly 06,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/118947.mp3?VERSION=9
Agano,Hourly 07,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/113563.mp3?VERSION=9
Agano,Hourly 08,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/188117.mp3?VERSION=9
Agano,Hourly 09,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/127625.mp3?VERSION=9
Agano,Hourly 10,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/186354.mp3?VERSION=9
Agano,Hourly 11,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/169484.mp3?VERSION=9
Agano,Hourly 12,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/111150.mp3?VERSION=9
Agano,Hourly 13,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/141431.mp3?VERSION=9
Agano,Hourly 14,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/191760.mp3?VERSION=9
Agano,Hourly 15,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/143427.mp3?VERSION=9
Agano,Hourly 16,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/135050.mp3?VERSION=9
Agano,Hourly 17,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/169276.mp3?VERSION=9
Agano,Hourly 18,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/118622.mp3?VERSION=9
Agano,Hourly 19,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/192688.mp3?VERSION=9
Agano,Hourly 20,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/155353.mp3?VERSION=9
Agano,Hourly 21,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/123703.mp3?VERSION=9
Agano,Hourly 22,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/178464.mp3?VERSION=9
Agano,Hourly 23,http://203.104.209.71/kcs/sound/kcljzijyhhgrnx/195148.mp3?VERSION=9
Agano Kai,Introduction,http://203.104.209.71/kcs/sound/kccmpqwemjahur/136564.mp3?VERSION=9
Agano Kai,Secretary_1,http://203.104.209.71/kcs/sound/kccmpqwemjahur/114738.mp3?VERSION=9
Agano Kai,Secretary_2,http://203.104.209.71/kcs/sound/kccmpqwemjahur/166690.mp3?VERSION=9
Agano Kai,Secretary_3,http://203.104.209.71/kcs/sound/kccmpqwemjahur/180792.mp3?VERSION=9
Agano Kai,Construction,http://203.104.209.71/kcs/sound/kccmpqwemjahur/167001.mp3?VERSION=9
Agano Kai,Docking_Complete,http://203.104.209.71/kcs/sound/kccmpqwemjahur/126664.mp3?VERSION=9
Agano Kai,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kccmpqwemjahur/149906.mp3?VERSION=9
Agano Kai,Looking_At_Scores,http://203.104.209.71/kcs/sound/kccmpqwemjahur/107923.mp3?VERSION=9
Agano Kai,Equipment_1,http://203.104.209.71/kcs/sound/kccmpqwemjahur/107946.mp3?VERSION=9
Agano Kai,Equipment_2,http://203.104.209.71/kcs/sound/kccmpqwemjahur/115636.mp3?VERSION=9
Agano Kai,Docking_Minor,http://203.104.209.71/kcs/sound/kccmpqwemjahur/157452.mp3?VERSION=9
Agano Kai,Docking_Major,http://203.104.209.71/kcs/sound/kccmpqwemjahur/122445.mp3?VERSION=9
Agano Kai,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kccmpqwemjahur/162828.mp3?VERSION=9
Agano Kai,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kccmpqwemjahur/105874.mp3?VERSION=9
Agano Kai,Battle_Start,http://203.104.209.71/kcs/sound/kccmpqwemjahur/148945.mp3?VERSION=9
Agano Kai,Attack,http://203.104.209.71/kcs/sound/kccmpqwemjahur/173810.mp3?VERSION=9
Agano Kai,Night_Attack,http://203.104.209.71/kcs/sound/kccmpqwemjahur/148473.mp3?VERSION=9
Agano Kai,Night_Battle,http://203.104.209.71/kcs/sound/kccmpqwemjahur/185552.mp3?VERSION=9
Agano Kai,Minor_Damage_1,http://203.104.209.71/kcs/sound/kccmpqwemjahur/157567.mp3?VERSION=9
Agano Kai,Minor_Damage_2,http://203.104.209.71/kcs/sound/kccmpqwemjahur/125818.mp3?VERSION=9
Agano Kai,Major_Damage,http://203.104.209.71/kcs/sound/kccmpqwemjahur/110893.mp3?VERSION=9
Agano Kai,Sunk,http://203.104.209.71/kcs/sound/kccmpqwemjahur/197386.mp3?VERSION=9
Agano Kai,MVP,http://203.104.209.71/kcs/sound/kccmpqwemjahur/176360.mp3?VERSION=9
Agano Kai,Wedding,http://203.104.209.71/kcs/sound/kccmpqwemjahur/104533.mp3?VERSION=9
Agano Kai,Library,http://203.104.209.71/kcs/sound/kccmpqwemjahur/195285.mp3?VERSION=9
Agano Kai,Equipment_3,http://203.104.209.71/kcs/sound/kccmpqwemjahur/182461.mp3?VERSION=9
